CPID,LocalMagnitude,NeuralMagnitude,TotalRAC,Synced Til,Address,CPID_Valid,Witnesses
83afc86ea814d9356c4ee02a233c2bc9,1.25,1.25,9880,5/9/2016 6:00:00 AM,S9Fdp9hEZ9qbuqreEs3fBmdz2aohkCH7PD,True,1,
83c02742cb9caa78d7e66a9367123d81,5,5,1440,5/9/2016 6:00:00 AM,S4AtXJtCFpMkATrADAAqCumMnstu5GyZ14,True,1,
83e09d037543c07bd81a99736c808d99,13.75,13.75,25166.67,5/9/2016 6:00:00 AM,SGY8qw4gJzeh5xGd3UHsnfyevihSvpBQ9M,True,1,
83f63c562e77bce0915860658199349d,45,45,26166.67,5/9/2016 6:00:00 AM,SL2iqRGwGabLf7ktHYg4b5m5t6EuvryjzJ,True,1,
8412f26f9bbfc770253728b3c33cdb51,1.25,1.25,960,5/9/2016 6:00:00 AM,S6oWyZyagUyo82ZvHVQy3R5Kn4h7kcNfuG,True,1,
84192889ed20c7a744be8b23dc2b5d6b,0,0,0,5/9/2016 6:00:00 AM,SKQGcXMAgRE9vHW3njR1FarjvR8vW6pQr6,True,1,
843c3d67c06a2ef8aaacf04716855dea,30,30,112666.67,5/9/2016 6:00:00 AM,S3hUFM1cTTUDZuy5pwb85Qi1Tf57itUBqV,True,1,
844c06c97c4561473a1964ebe92c1950,65,65,354666.67,5/9/2016 6:00:00 AM,S3xgqEh6Nngnj5MjXKdG8GF4beDDdd8GVR,True,1,
84614f64797ebc6b1fe45d112fb8de6f,70,70,2520,5/9/2016 6:00:00 AM,S5M2XTihRJPMi8tAkGNFanY18FkwRs2g4S,True,1,
84ae59667c5ff5ed97864d0e59a0e433,0,0,0,5/9/2016 6:00:00 AM,S9H1Gyku3fTSB8A2g2vHA7WgNMA9fQ797t,True,1,
84b214dc13c4e3eb9a531e015b59ea60,2.5,2.5,9960,5/9/2016 6:00:00 AM,S4YXeF3u6SndJR6AQnWn3WPLqwagbAAEr6,True,1,
84bb45938912337f8f5836c8ba6580e2,1.25,1.25,190,5/9/2016 6:00:00 AM,S8XVRa3Q7pCithT3gAX2ZtXzuAfdsSX1gG,True,1,
850e60e6ba084a8c36f5c1b2be60cf9f,0,0,0,5/9/2016 6:00:00 AM,SDfhBa8BGMFxk8TAmZ6oVcdmU4NhiX5Tkx,True,1,
8525b384b372ecc9fca7826c576f7472,7.5,7.5,3200,5/9/2016 6:00:00 AM,SExNKN6acSeVSjd5FqJUVooaGYYLzfobcV,True,1,
8526aea4197e134427309666b4f4e75b,45,45,188666.67,5/9/2016 6:00:00 AM,Rx1Rsq1og16U5ZA6gHrxg8Rp2uJahoVdst,True,1,
85311a8e646ce13444b99f566fb0dbe1,21.25,21.25,5360,5/9/2016 6:00:00 AM,S9hUezqVtbP5U119UdZc5W7pJzBWajT5J9,True,1,
8565fc0b3981f2c9f8f776dea3a6e389,50,50,252000,5/9/2016 6:00:00 AM,S2nNPC71o937AD8VP6efbiReme2DdJQYMF,True,1,
8570228e7594039b195a1aa66133a5d3,55,55,57333.33,5/9/2016 6:00:00 AM,S1FMms5VZsrLjqVQtTRC6QqkKn7dGKvuMR,True,1,
85759a939a871da5479a9faf81ad9a36,3.75,3.75,1120,5/9/2016 6:00:00 AM,SA5C15zqKvWgoNJPrkq52PyVtPYAHMQxU1,True,1,
857d6c8ae9eb6feb70365f94c28a40da,5,5,1000,5/9/2016 6:00:00 AM,S9iR83cXERxZUjDeEPxkGKgzBnRvrBSjHe,True,1,
85c20f4a3ecf4f3c208a4e23e1364b36,3.75,3.75,120,5/9/2016 6:00:00 AM,S3pBbzawDmoikFK1uieaBJw1gXbeCnGTRZ,True,1,
85ca324d647a6bea53292db297fd8a23,1.25,1.25,140,5/9/2016 6:00:00 AM,SFvRBMdgKbXaQATxyrCRAU7QcALmsaKstx,True,1,
85ee8a7a0004ebbeb2b3dd7e1966b8e4,0,0,0,5/9/2016 6:00:00 AM,SFnTxsBbCSNHuzyboFjDYvAh9nP4bieEQw,True,1,
85fc2169eda30a2c7182cdd1b989ae29,21.25,21.25,134000,5/9/2016 6:00:00 AM,SEfvVH7dXxtEr3rKyeAxpQUyeZngLBqpzw,True,1,
86033ac6c3dc972135de29848ccf07ae,3.75,3.75,5040,5/9/2016 6:00:00 AM,RyL1Qb6vafdSjDm3hvh9387R8cviBFUoS9,True,1,
860348afae8cc37c828bf3300a6e2511,0,0,30,5/9/2016 6:00:00 AM,S4TypNNsQDe5fJuEeb5CybvXo52RQSCU7W,True,1,
862e82019b14f1ae8150f4ca8fdcf175,0,0,0,5/9/2016 6:00:00 AM,S19gbfYU33CrxRLeEFaowd8B1NiCjrgTwo,True,1,
863c5f62b2e05046b4ca0014adb89f2e,0,0,0,5/9/2016 6:00:00 AM,S3yDdZQ3K84UAf2pB5pB3Fn7k9tXoUp1uX,True,1,
865214b9ec64c1971278d6072e9c04ae,7.5,7.5,3440,5/9/2016 6:00:00 AM,S4QNmGyaCVF7FUbYp8skkZBM6XGfXLents,True,1,
867059063c06af0c6e0e02139b346ede,30,30,12000,5/9/2016 6:00:00 AM,RzD1xam8cYNUK7Ru3dunnmrFcopWjyNKac,True,1,
869aab5ae1b4607cea502c3f1892336b,21.25,21.25,6400,5/9/2016 6:00:00 AM,SCmGvUGhzh9nNb5SLJoURh53gvn4i6TLF8,True,1,
86a19f93d679283b4efd259762faf1f6,1.25,1.25,2200,5/9/2016 6:00:00 AM,S5vigxwfiqPj1RHsRSDZ4F2FAfuyUWzwGi,True,1,
86b4485eca497ca2b225e222c656bd45,0,0,0,5/9/2016 6:00:00 AM,S4yjv7XSfHZCW6YqmtKw3AxJe3i9siyBEf,True,1,
86b6adc1dd865f8112dda29f6ceda3fe,5,5,2120,5/9/2016 6:00:00 AM,SE9qbRG7rBUcHTFkssyW8HWQJvH2VWnXSL,True,1,
86b95fc21ee3fd877584235a6719baec,1.25,1.25,290,5/9/2016 6:00:00 AM,SJMiRShgCdSPJ3oN2qN6hwDi1xBhYGGFhW,True,1,
86d8d5c1c003ce5c64e6cd9fc209f77b,65,65,24166.67,5/9/2016 6:00:00 AM,S95fc9bPtQbWAkBocbWUKcSxsojWphYhF5,True,1,
86e663126dc86030f6b065ed4377e801,0,0,85,5/9/2016 6:00:00 AM,S4uxWx1RGucNgjqsvwd83uUwBT51yjLKoV,True,1,
86f53023d7625df057d686ad7e0ce9ee,0,0,65,5/9/2016 6:00:00 AM,SBzj2N8o6f3EHHaMNFQUCNd8qoatvC3csP,True,1,
86f6cfb14724c533603e86535f86eff3,75,75,795333.33,5/9/2016 6:00:00 AM,S19gbfYU33CrxRLeEFaowd8B1NiCjrgTwo,True,1,
870405e5518dc80048a6ddad44d86660,11.25,11.25,1400,5/9/2016 6:00:00 AM,S4AjBoYpEYv7WZhr5cn72wVSUaoZSGU3pK,True,1,
87229ca2acfd090a14a134b3205d0974,0,0,0,5/9/2016 6:00:00 AM,SEjq8nbiMjbx1r8zRqgwU42AcYJjyge5ae,True,1,
872cdbe307ff1e691f1662cfc667a99e,150,150,29000,5/9/2016 6:00:00 AM,S4XFURLHZnhuvXJLr7FarXqUah1nwsDZvD,True,1,
877a71bb0d710bed0fc0bd0a0abdfab6,40,40,5040,5/9/2016 6:00:00 AM,SHmSsn6q4s5CBxDv4HDeFbSQWkAk5GQxB9,True,1,
87a1bae82603f54ca6567502199a0bdb,21.25,21.25,2160,5/9/2016 6:00:00 AM,S2dAufYi6FM4o2w7UVFdC17VhMLhm48TbL,True,1,
87a21834549b084d998cfaeb4c1da388,75,75,727333.33,5/9/2016 6:00:00 AM,S5b33NU4xwyjqeXsmHb1xkA57Fh9Reesyy,True,1,
87a5be24cbaa78b81bcd5f650e1e2692,0,0,0,5/9/2016 6:00:00 AM,SCLCaFDCMxZ82EBx3tzVH7Lz197w6vq8Nn,True,1,
87c4cd2d47c41e24624aa504aa9eece5,2.5,2.5,600,5/9/2016 6:00:00 AM,SAvCuiRLYgSav8edAGhVHzaTGKR7vp3nTS,True,1,
87ca626a931786db374709d6527e8a16,0,0,0,5/9/2016 6:00:00 AM,S8r5MnUFAACiGoRH4hUjStEaV6CB2ZDio8,True,1,
87cf33d5c6955e376075b369664b2c2c,65,65,30000,5/9/2016 6:00:00 AM,S5o5LeaivmPZDNqivCwZMdDtxko1R9DnDj,True,1,
880c3bf56ffb85c4f1c87f818c731825,30,30,43333.33,5/9/2016 6:00:00 AM,SBDywACnF5ras3dRj5r66P52Y9XWgiCsEL,True,1,
8813510376dd6a1f33a1362ef67b392a,3.75,3.75,7800,5/9/2016 6:00:00 AM,SJbUCwPCqEvW2VJZYGcbWzNkSCWrk4TrQR,True,1,
8816f33df7e6b8ce1f089942660162f7,8.75,8.75,14500,5/9/2016 6:00:00 AM,Rx1NJkfLvFirhCmNaGgYFQCPUxd3HPGgjJ,True,1,
8817d661b62f58c650ffea5aaa7e2fe6,0,0,0,5/9/2016 6:00:00 AM,SGG32LsNuetovZPCSNyAui6hsFgnfjNfBX,True,1,
8819e7179eec7f06741348634be1a662,23.75,23.75,9760,5/9/2016 6:00:00 AM,SLuR7NaGfabMDyWooGRAxo2VcFBsnAEANN,True,1,
884aad43755491c6f2582a532aedd290,22.5,22.5,10000,5/9/2016 6:00:00 AM,S4RrVTwaCc1a6wuGmaa8ivBt5bsq6rwDx3,True,1,
885a912ab004250d9acac308bdd45ccf,18.75,18.75,2160,5/9/2016 6:00:00 AM,SDQ3ZFyfXdX5nC1cBskyTYb7NjuZYsM6Dn,True,1,
8865b460ba17b851b315132d307fbf99,0,0,0,5/9/2016 6:00:00 AM,RxSiTNFbDj49HenqqhT722UKGZv6oF3Bxo,True,1,
8879f315ce810a397ccced4c6eec0d91,0,0,0,5/9/2016 6:00:00 AM,SKsLTtu3KPehW2Krny4zTUTChwbyATJKam,True,1,
887d0d69def725ca766099e51a3da3b5,0,0,0,5/9/2016 6:00:00 AM,S3ErJye7YCRgLdnNQNhXJVCxmympjubQry,True,1,
888718a55980973768348dafe69c7bd8,7.5,7.5,16333.33,5/9/2016 6:00:00 AM,SBod1hNz93YBkBvTDomygudhgoGm94iV5K,True,1,
889c60795fe3b9238ddf76adc0c81a16,0,0,0,5/9/2016 6:00:00 AM,S9iHE4p5V7Vo5HuJU4hCK84Vaq82SubWtx,True,1,
88e0da65b9f97b5bf297550a8188892f,0,0,0,5/9/2016 6:00:00 AM,SAyFkA96MidcvZnjnT79tM16XkmuxjyHdU,True,1,
88f9281f57174dcedb100b68bb1e742b,35,35,132666.67,5/9/2016 6:00:00 AM,RyBK75CykvLkhnZABH4TR6epSALjNxyGMy,True,1,
8932ed649ced57c1fad28214dffcf7ef,0,0,18.75,5/9/2016 6:00:00 AM,S1TshRJ9FLcyrDtuwSvr2G3YSNLzkfWP9m,True,1,
89fce4f35d309f8836c273ef92e504de,500,500,186000,5/9/2016 6:00:00 AM,S28t72WTqr3sWSmL8wWh8nxLC2UMutNiRP,True,1,
8a0536862241b490f9535c1e7898d4f5,30,30,46833.33,5/9/2016 6:00:00 AM,SFAHqxXDzd9m72dSH9UxTHqzp3eGmZGPsx,True,1,
8a07b752ef10aacfa8998cf008f44242,0,0,17.5,5/9/2016 6:00:00 AM,SLgLCpZcPQ7S7EgaEKmSvoo846RihPr1T4,True,1,
8a0e37e6d6f4900b5c6f2b97cdc3b033,1.25,1.25,1240,5/9/2016 6:00:00 AM,Rzqj7JffCMSQfj6tSAguSVaytVCEz8deRq,True,1,
8a143f67aeba6761de0cce099c357f5d,1.25,1.25,410,5/9/2016 6:00:00 AM,SF4uu6ZLBV62cZgjzxqb7huhbJcFjmYoiT,True,1,
8a1bb16ec34c34a336f51024adafcfc3,0,0,290,5/9/2016 6:00:00 AM,SEvd8W8mutcoMxtAqWq9oF5MbrAdMpQFXt,True,1,
8a527e5d81da439984e02425a8e5f6f2,65,65,286666.67,5/9/2016 6:00:00 AM,SB8YfkTTydxJJx7igg9Ld6Qqkcf4TnDfAE,True,1,
8a7d1799fc1d9df4ef6d9647ff872b44,0,0,0,5/9/2016 6:00:00 AM,S9J5WGaTQkfyMbsArgPpdvLAwYkUrRgQ3s,True,1,
8a908eaac8e296bad0a6d6e534eef4fc,6.25,6.25,980,5/9/2016 6:00:00 AM,RzPrUZPsYCkgEtXnLavgULqTueCAXGPuuL,True,1,
8ac0b6100759956cf448cffa2f99d57b,0,0,0,5/9/2016 6:00:00 AM,RyEAckezWAyCif7Xj1UPXN2g2Fmxtc5PrF,True,1,
8ad42b653c187f7e2e41b04eee077615,0,0,65,5/9/2016 6:00:00 AM,SCXLhG6jbFJzLkr82M3dEUNG8cJSMSC71M,True,1,
8ae8d4b474b1b6a738f09f593fbec29a,0,0,0,5/9/2016 6:00:00 AM,SJ2G2JFbuqThHfLbjUFhFutp79PEy7f5jS,True,1,
8aff6531cbe96009c898e1aaa423aa60,1.25,1.25,140,5/9/2016 6:00:00 AM,SJqW9JH8z2BNERbmjn36JXJsExMS6GDViP,True,1,
8bacfa30d9cddb555cf61c6bee10db5f,5,5,1520,5/9/2016 6:00:00 AM,SJLpgHW9VdmjYM91btaQms34DddJWtC22q,True,1,
8bc8f40f867e0ac5777ce7ec53e1a4d0,70,70,7080,5/9/2016 6:00:00 AM,S5S46SZth2pCXLTJcPbi4J6cRVXwmWZyym,True,1,
8bcdbaca51056aaf0c9b121d3b16a450,1.25,1.25,2680,5/9/2016 6:00:00 AM,S4SdAybDZbjegGhFUUfGUgGfLTYXwBP8kq,True,1,
8bdedfc3962a6a436c68514327d9f09b,55,55,16500,5/9/2016 6:00:00 AM,Rz3f9iGNXEmUcRn8HpvkM9NeafiDG4yt4V,True,1,
8bec951f6364cb21bd80e8ab356d3286,75,75,72666.67,5/9/2016 6:00:00 AM,S6zWY3d6zsLkeG5iJDhwU9tvrdzisnpgPN,True,1,
8c041045ee2d88e35c7c5889e0f70bca,0,0,0,5/9/2016 6:00:00 AM,S9wKHooqndbGE6HFkx5UCiHMnmhumem4qj,True,1,
8c1ce137de1e6b347855317cc8201986,0,0,0,5/9/2016 6:00:00 AM,S9dRqsXffLkNiAkWKxYeJF6n4K4iiUnNsL,True,1,
8c2ff32c51ec8e64fb87b56e73ba67d2,30,30,5680,5/9/2016 6:00:00 AM,SLYTtiEU5cWHjhBGWZokpvSw4cxEu3Zn9Y,True,1,
8c4139c9e8aebc9073f9ebf589108716,11.25,11.25,3080,5/9/2016 6:00:00 AM,SJvkTv4YGkFwQE3Fz5FaSUk6Zr8u4WiUiB,True,1,
8c55816abccb0518e14279b411cf654a,1.25,1.25,2520,5/9/2016 6:00:00 AM,S69pgfEVebMdKVe6JUUcF59wcXAr1kzQoQ,True,1,
8c615793863f6409ee151c38350afddf,0,0,40,5/9/2016 6:00:00 AM,SM23naikcVGfbLd7U7pKuy6VCFDXRaMfF2,True,1,
8cfd5c4383276d0ad86a8ec7263eb8d8,215,215,856000,5/9/2016 6:00:00 AM,S8W8CSSySNQFiU9pdF37chVcTahAErSToh,True,1,
8cfe9864e18db32a334b7de997f5a4f2,220,220,162701380,5/9/2016 6:00:00 AM,RxBs7cKS76Y14U6tcWxcpuqnKhYc5JCk3p,True,1,
8d096faafd0fa8644b404267dd1792ea,0,0,0,5/9/2016 6:00:00 AM,S6jfJVTk1bGPiLj86HgnNLbNu79K1Z2q4F,True,1,
8d2c0acfe48804566e7000debe6a6c07,120,120,711333.33,5/9/2016 6:00:00 AM,S2mvECPhH1BRgLxX8xUsSBGWFVs8Y38JJH,True,1,
8d5532861eeb161f84f9b25029daaee0,0,0,0,5/9/2016 6:00:00 AM,SLCdGH1UVmJC7H6s9horbzVTXKDhE6DghM,True,1,
8d7fedee225538f86d2bc5c206a5d00e,0,0,0,5/9/2016 6:00:00 AM,S2xP8BeSqUSXnNm3nt1k1N2dZ28Ku4oLrm,True,1,
8dc77e36c537b81c54ccadfa16889170,0,0,0,5/9/2016 6:00:00 AM,RxoE7LhsVQtfARR7cSeftCqiP8L2dtd13d,True,1,
8df384ed00c493bcc6555d9f8cbec797,0,0,0,5/9/2016 6:00:00 AM,S6n1MFcMKaU7d4DCR8cRvufwMscQLNgBFi,True,1,
8df939b13ea0c1868c9ac30378f821fc,0,0,0,5/9/2016 6:00:00 AM,S7StPY3QGXdDezJwEzD6Wejw4gV5bVFerH,True,1,
8dfbe1ce72a8e486af25a7afdb574060,120,120,130000,5/9/2016 6:00:00 AM,SM81genEEHBEKKD9M84cfre4cj9bN8zRTn,True,1,
8e13c5fa4704af6a3688ad65a4ec7d82,70,70,2440,5/9/2016 6:00:00 AM,SB2XjsANADEVD936r1tmD2BQwd4GHwqGxR,True,1,
8e42043bfc0c09f9dcf4fb67c49eccff,0,0,0,5/9/2016 6:00:00 AM,SBt5wcx7zfAaPHKHkm212ZK8fZvxk4xULW,True,1,
8e5ef77696e38fbe433dafa910451d1a,0,0,0,5/9/2016 6:00:00 AM,S3uaoPcvGxBRXnuDA3SVszs3Rfax78UbyF,True,1,
8e61327ec20a9af43cf7ed3ccb8695e4,55,55,60333.33,5/9/2016 6:00:00 AM,S1SNmDMrq87xPW69DfnknYod3a22TGC216,True,1,
8e81b2e9b601b904c0fbf1c4e5ffb91c,8.75,8.75,1720,5/9/2016 6:00:00 AM,RxnJc2vYRkfeWzyKGLrZdxxtnpToKV2tDU,True,1,
8e92df544174a2c0c94e1588481c00a6,0,0,0,5/9/2016 6:00:00 AM,S3LUUkZvCrXoMBpwMp1fuxnPBFZn4mWhFm,True,1,
8ea089c27076875ecccafb9c61bd08e3,23.75,23.75,32000,5/9/2016 6:00:00 AM,SHEXNu1zXg8AEZT1PsxYfXUyaMcVysxZFj,True,1,
8ea683bd15b54012632453e2bc9eec88,85,85,346000,5/9/2016 6:00:00 AM,SEkBsfw7tzRVNWmfmGGxeW3xszPinVvnmt,True,1,
8ed4ce08bfd7cb8a436eef5fc3be322f,165,165,386666.67,5/9/2016 6:00:00 AM,S5bFk1Bng7vtfhtLhjLdS8aJi7rGruu8Gc,True,1,
8ef63d4bae0130bb95fbeca9c70653ea,3.75,3.75,1880,5/9/2016 6:00:00 AM,S3KhxABDB2YCiWubZrxrJgNSV15TG5wv5A,True,1,
8f373c16ae13fa0d3206b92a945367a2,335,335,58000,5/9/2016 6:00:00 AM,SHXVq2FLX4c9FFqrCBupvodKyuEGBzLGrU,True,1,
8f3f6a7b4ab3e97c995843008cbb6024,45,45,139333.33,5/9/2016 6:00:00 AM,SG4Lkwe18ZNiKQhR27wYce2AQgsMCkGwkF,True,1,
8f6c3ee5d5bb28b38993a36bbba99951,0,0,0,5/9/2016 6:00:00 AM,SFxQia8a3daiC6V8bGoeRTYPLhVYVXHDc1,True,1,
8f79fe139a80753f328b4488b9249dff,0,0,0,5/9/2016 6:00:00 AM,SCv4g8QveYzRPNkTGBR3kuyL884zLMrJ4L,True,1,
8f8a0593a3893a892050e234eb8e165c,11.25,11.25,25333.33,5/9/2016 6:00:00 AM,SCdLh9UtbEcDqaM7V4KUdDmAjFNioBX8CS,True,1,
8fcebce988eeba4c09b954fd0f4a966d,2.5,2.5,510,5/9/2016 6:00:00 AM,SANczDk5bu3ukr3yvCuE9QFf1dXA938kSs,True,1,
8fe93d735d04a99562b170abad08fa3a,3.75,3.75,1080,5/9/2016 6:00:00 AM,S7FvZrq1FN7Cx9NA23TsQ1z8bK77gT7NJj,True,1,
8ffcfc40ff8afe91d521456903909efb,0,0,170,5/9/2016 6:00:00 AM,SByhKwgF1eaKhVj1CRVRmzv8k2eSL7az1H,True,1,
901a6902f3d9d9e0ad4e0615443650b5,35,35,38166.67,5/9/2016 6:00:00 AM,S3WZKpM9F1zPg6jq63rS9au2p3Ls8hgZZG,True,1,
902d48a85a12d042b6b725f1f6cbd781,1.25,1.25,85,5/9/2016 6:00:00 AM,SJeJnUdP8zCP6fDixYUtpWCyAGawpx1gq8,True,1,
902dccd13b5ea6b263d0069d48a1718c,145,145,1614285.71,5/9/2016 6:00:00 AM,SJh3pFA737en18iTRgRb8ro5zP1VYZVbsi,True,1,
903f84e08ba9b8496ae30513380c9f9b,10,10,360,5/9/2016 6:00:00 AM,S4j651uggKqvCXs1KvJd4TQ2inJ7swJPix,True,1,
9056ac1a52de6ab48a53211cfc3817c5,0,0,50,5/9/2016 6:00:00 AM,Rx55t45e75Ut2whd53dfd1YtZs1FnRWtCg,True,1,
9058d50c7c26afa555a58edc1d61d466,0,0,720,5/9/2016 6:00:00 AM,SF9gHo7JGdi6MGKoYEqgW9Sqq7KRjK6JQg,True,1,
90693a20a36b40096861e10bd54c9c6f,90,90,38833.33,5/9/2016 6:00:00 AM,S52mQoDQrBvDyki6XJ39wwchZsazmDFyfw,True,1,
90721509c0690f62661f87227fa7add4,0,0,390,5/9/2016 6:00:00 AM,SFV5GoASzg5GbtusmUZoUfJEZzEeYV6pZz,True,1,
907401a71c453ec2a2124584eb5a56f8,0,0,0,5/9/2016 6:00:00 AM,S1RV8hhEjH8aMv6D1FTacgazVw6qPna5sB,True,1,
90855adc0dccc39530351eb4cdd5243b,0,0,0,5/9/2016 6:00:00 AM,SE15dDyNv4PVAopFuw5gkqZYw6gBzgZNGb,True,1,
909c5326751aa4eaeefb5bf310450bd0,0,0,0,5/9/2016 6:00:00 AM,SJXd5f1XV6v7cY3LKXx4qTVSRPafGU1owX,True,1,
90a2110ded6e9e0913c77a77400352cc,0,0,0,5/9/2016 6:00:00 AM,SHWmKcVUSq58fFyx6euAa52rGp8ZbZSs2t,True,1,
90de93da69fdcf95d84155995427beaf,0,0,2840,5/9/2016 6:00:00 AM,S8cXZHEgUP6rK94nb499Brri98Rpg6gBxJ,True,1,
90e00a1e2be763a75e37fdb1d23a2fd5,0,0,0,5/9/2016 6:00:00 AM,SLTy2BVZyFrk1mpStyZXDGLu2DJNaFnE17,True,1,
90e2d1d879447e61d64721cde0ba022c,560,560,47666.67,5/9/2016 6:00:00 AM,SB581xLidGhuMAeNZvnhK1gXLeQYUyiHPD,True,1,
90ec82677e097fb38633d4f0d60a9581,0,0,670,5/9/2016 6:00:00 AM,RyaegC7uX4Avc8wJoKH4LEdU7Fk2br3c1d,True,1,
9115ebb5b5d7804845c129e3b6db4e84,270,270,1818571.43,5/9/2016 6:00:00 AM,SDiivxgEVfAn9uRWqzrmyThVFUGPs5incN,True,1,
915c8873daff3511d9b851a0256312db,0,0,375,5/9/2016 6:00:00 AM,SLuDhzDEYXxBdD5FRDdj7hbCqCVzCHHZmD,True,1,
91eccec4234172a96844856bd5ff8445,40,40,2960,5/9/2016 6:00:00 AM,S2w2sYXNgT6UnsfqQxSKFUmze6eqS6AcWt,True,1,
91ffc42cb21cbe35257c7957a9821bc5,2.5,2.5,960,5/9/2016 6:00:00 AM,S5LFmMnVtLJ7sxS15tYm7ds4uG5TjccCBY,True,1,
921acd53f4e98bacd2d4899e3b119f21,1.25,1.25,25,5/9/2016 6:00:00 AM,SHWmKcVUSq58fFyx6euAa52rGp8ZbZSs2t,True,1,
923259b8dab2f9ca1fd83217ecab483b,70,70,25833.33,5/9/2016 6:00:00 AM,S8HQcGHbvZjQjjCpf3oFhHRNZu7wo5nsfz,True,1,
923b01ee41dcfeb6164e941928073f32,0,0,0,5/9/2016 6:00:00 AM,SBEFFetnzeciZdnTvyYaLcme3Ng9c8qAVu,True,1,
92482b969accf5a0c2c2edc5cdfdbf9d,1.25,1.25,220,5/9/2016 6:00:00 AM,S8hdPmZ66ipG4i8ci1Vbs8AwYDpWMkXgTg,True,1,
924a190bb9827719e7c19b3107fe7fd6,17.5,17.5,14000,5/9/2016 6:00:00 AM,RxWdH82rwqj2zRj6rgj2o4fZKoP36hUNjW,True,1,
925328d8ece26d04ad96428b28734266,1.25,1.25,235,5/9/2016 6:00:00 AM,S1dx4hpMNs3YzSaAdrbqUYKVxPS3BxnaYU,True,1,
925c239896b891c5528a9ea5ef2772e2,1.25,1.25,2040,5/9/2016 6:00:00 AM,S4tpmjwqKqCCsqvV1yCJiKSoUEp9RQgRyA,True,1,
9279da842bdc523072a67d502ab7d574,130,130,630666.67,5/9/2016 6:00:00 AM,S9oP9Jb1Tgw28zRAgVkHV1CZRj9Fx2bzQK,True,1,
92adf95dd7e153bc7a640b70f49a71cb,0,0,25,5/9/2016 6:00:00 AM,SFt4GP2resvAUc3AktdwXLLPvQo2kWpKf1,True,1,
92c8569a5df359581f259b88697bce47,335,335,37666.67,5/9/2016 6:00:00 AM,SKfrN3gtG1F88G9SozPkQ7fzTsmEaBxQSQ,True,1,
92e1aa61d95e31bb012d4fd0c62684ba,0,0,0,5/9/2016 6:00:00 AM,S5afsMg6gBWcPWQrZYQ3rBrfLjM1SCjuya,True,1,
9329d750e9e450c10b31f3cf82b899af,0,0,0,5/9/2016 6:00:00 AM,SDfivboZKDW58NiSFLkwQSZVDugFRDSQwM,True,1,
932e56fd33f4b01a3d75b6e6a79cd611,0,0,0,5/9/2016 6:00:00 AM,RzPJ6NKMoGLFzjgRaG5f2gwhFPKZYj2XW5,True,1,
9344997aab387e588fff6e7b919fd54e,18.75,18.75,3000,5/9/2016 6:00:00 AM,S9aBXKTkfyAqkM2oxM427PwYzd79Yi6Whm,True,1,
9347ce0ef0300006b4d883bc4f242860,0,0,0,5/9/2016 6:00:00 AM,SC3yYyQWjNvYeeM4HXMsLyYv5N3q5cNBWx,True,1,
93506fb2c2c5905136ca6e1c32db0a76,12.5,12.5,7560,5/9/2016 6:00:00 AM,S1AoHStEpNydEWtYCwRv6KjL3CKhtxwyh9,True,1,
9372be3bad2c306cc7908c971ee2f755,115,115,117333.33,5/9/2016 6:00:00 AM,S2cBCt226oe7gD48PvUcZo21qM7bEB4h7F,True,1,
938d913651851c449ba9038fd9792f24,7.5,7.5,23833.33,5/9/2016 6:00:00 AM,S7qLf299Ke71NFcfeyE2AUYY61vyUvmLL3,True,1,
93a6b3627ff67f74fb1725382a058914,0,0,0,5/9/2016 6:00:00 AM,SCHCre1VPpcqZt5esK5PPC5HeanvEioSuw,True,1,
93a9b50352cfb6560c972f3ca4cf438c,0,0,0,5/9/2016 6:00:00 AM,SBAhcjv2FZ1QRfbvB16cJh8SBDwJZrbSvr,True,1,
93bb1f7d8c14541f607700d984fd96ac,22.5,22.5,940,5/9/2016 6:00:00 AM,S5h9s9FFkoKDL6MjKoA1qs5m1ca72MiSMp,True,1,
93c8e4466049ec095ed49f3288766fca,285,285,47833.33,5/9/2016 6:00:00 AM,SHJVV3JkxaPXWbXBTXLR4KMFYB3KidxnHt,True,1,
93efc4634a1043ae12d5c20fef3b045a,0,0,0,5/9/2016 6:00:00 AM,SATGooZbaDWAbBeioMTdNTgSxL1fyiub9H,True,1,
93f96e5f9cea2cedca94f100677c2a14,0,0,0,5/9/2016 6:00:00 AM,SJijNMbg9TXns6GraCosUDBJxgCCriYKRC,True,1,
942fea7c3eebcae5224ec1ee39bc4744,100,100,73000,5/9/2016 6:00:00 AM,SEcb98NaMxzzzDY9is9HuYYzZd2hXjrnJp,True,1,
94447cb951d02e2804e70d296f673ab8,13.75,13.75,5080,5/9/2016 6:00:00 AM,S1dtySmvF4JekRxTqaejz8cmn94Prm6Fbr,True,1,
9448eccc8bd315127af56b102ffee747,3.75,3.75,850,5/9/2016 6:00:00 AM,SDYDEiCv7dSyqxfPRQ5emXWYNXL3FjnmfJ,True,1,
94511dca33653a84fc03a47c98f74a41,25,25,8800,5/9/2016 6:00:00 AM,S73cEY1M8kqm5w6xoecsvJgYgrmWrKrxmd,True,1,
945b7baa4d14950e26d011d1035caa30,200,200,3360,5/9/2016 6:00:00 AM,SLscKtM1yMRM6tmFU9AcJp45cA96zMoskA,True,1,
946e592144e4d98abf0de45a89a29f5d,70,70,30666.67,5/9/2016 6:00:00 AM,SFg1mB9dDM5YnSUvrtBWcKC7N5sVx9WDUG,True,1,
